862,Hitch ,Color,171,118,115,177575142,244840,13426,1,http://www.imdb.com/title/tt0386588/?ref_=fn_tt_tt_1,372,3,31,PG-13,70000000,2005,6.6,2.35,0
863,George of the Jungle ,Color,53,92,2030,105263257,56168,4518,0,http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1,103,3,31,PG,55000000,1997,5.4,1.85,5000
864,American Wedding ,Color,153,74,1030,104354205,162331,5713,3,http://www.imdb.com/title/tt0328828/?ref_=fn_tt_tt_1,332,3,31,R,55000000,2003,6.3,2.35,0
865,Captain Phillips ,Color,491,134,1746,107100855,323353,16281,0,http://www.imdb.com/title/tt1535109/?ref_=fn_tt_tt_1,527,3,31,PG-13,55000000,2013,7.9,2.35,65000
866,Date Night ,Color,247,101,2077,98711404,127571,39822,2,http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1,207,3,31,PG-13,55000000,2010,6.3,2.35,0
867,Casper ,Color,26,100,240,100328194,85903,2638,0,http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1,92,3,31,PG,50000000,1995,6,1.85,0
868,The Equalizer ,Color,292,132,137,101530738,229574,37605,0,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,436,3,31,R,55000000,2014,7.2,2.35,56000
869,Maid in Manhattan ,Color,114,105,2348,93815117,68417,7184,2,http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1,242,3,31,PG-13,55000000,2002,5.1,2.35,0
870,Crimson Tide ,Color,82,123,2289,91400000,81026,30132,0,http://www.imdb.com/title/tt0112740/?ref_=fn_tt_tt_1,194,3,31,R,53000000,1995,7.3,2.35,0
871,The Pursuit of Happyness ,Color,201,117,733,162586036,338383,11036,0,http://www.imdb.com/title/tt0454921/?ref_=fn_tt_tt_1,611,3,31,PG-13,55000000,2006,8,2.35,32000
872,Flightplan ,Color,231,98,1942,89706988,126746,2287,1,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,600,3,31,PG-13,55000000,2005,6.2,2.35,0
873,Disclosure ,Color,55,128,169,83000000,36587,3888,0,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1,95,3,31,R,55000000,1994,6,2.35,0
874,City of Angels ,Color,110,114,240,78745923,94407,13905,1,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,322,3,4,PG-13,55000000,1998,6.7,2.35,0
875,Kill Bill: Vol. 1 , Black and White,354,111,1831,70098138,735784,3983,0,http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1,2105,3,31,R,30000000,2003,8.1,2.35,13000
876,Bowfinger ,Color,140,85,715,66365290,56874,22458,2,http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1,358,3,31,PG-13,55000000,1999,6.4,1.37,0
877,Stargate SG-1             ,Color,77,44,,,63982,1359,4,http://www.imdb.com/title/tt0118480/?ref_=fn_tt_tt_1,181,3,31,TV-14,1400000,,8.4,1.33,0
878,Kill Bill: Vol. 2 , Black and White,304,137,1831,66207920,512749,1959,0,http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1,935,3,31,R,30000000,2004,8,2.35,0
879,Tango & Cash ,Color,45,97,108,63408614,75365,14432,1,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,149,3,31,R,55000000,1989,6.3,2.35,0
880,Death Becomes Her ,Color,49,104,1948,58422650,78974,25599,3,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,173,3,31,PG-13,55000000,1992,6.4,1.85,8000
881,Shanghai Noon ,Color,146,110,2251,56932305,96690,939,2,http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1,293,3,31,PG-13,55000000,2000,6.6,2.35,0
882,Executive Decision ,Color,60,133,2169,68750000,40858,2916,0,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1,144,3,31,R,55000000,1996,6.4,2.35,0
883,Mr. Popper's Penguins ,Color,189,94,1473,68218041,67191,2820,1,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,108,3,31,PG,55000000,2011,6,1.85,14000
884,The Forbidden Kingdom ,Color,206,104,1956,25040293,88049,7247,0,http://www.imdb.com/title/tt0865556/?ref_=fn_tt_tt_1,279,3,31,PG-13,55000000,2008,6.6,2.35,0
885,Free Birds ,Color,118,91,1050,55747724,18042,3104,1,http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1,73,3,31,PG,55000000,2013,5.9,1.85,0
886,Alien 3 ,Color,210,145,500,55473600,207686,1543,0,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1,776,3,31,R,50000000,1992,6.4,2.35,0
887,Evita ,Color,76,135,30,49994804,29205,164,1,http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1,194,3,31,PG,55000000,1996,6.3,2.35,0
888,Ronin ,Color,149,122,1109,41609593,145422,24270,2,http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1,572,3,57,R,55000000,1998,7.3,2.35,0
889,The Ghost and the Darkness ,Color,62,110,2126,38553833,46239,1752,0,http://www.imdb.com/title/tt0116409/?ref_=fn_tt_tt_1,155,3,31,R,55000000,1996,6.8,2.35,0
890,Paddington ,Color,224,95,1750,76137505,49207,3697,0,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,174,3,57,PG,55000000,2014,7.2,2.35,30000
891,The Watch ,Color,265,102,23,34350553,104066,2488,4,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,207,3,31,R,68000000,2012,5.7,2.35,15000
892,The Hunted ,Color,135,94,2367,34238611,35830,2248,1,http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1,321,3,31,R,55000000,2003,6,1.85,0
893,Instinct ,Color,100,126,1195,34098563,27191,13406,1,http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1,232,3,31,R,55000000,1999,6.5,2.35,0
894,Stuck on You ,Color,123,118,216,33828318,44453,14036,2,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,154,3,31,PG-13,55000000,2003,5.8,2.35,0
895,Semi-Pro ,Color,164,99,1289,33472850,67005,10026,3,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,119,3,31,R,55000000,2008,5.8,2.35,0
896,Elizabethtown ,Color,190,123,286,26838389,58658,12700,0,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,495,3,31,PG-13,57000000,2005,6.4,1.85,0
897,The Pirates! Band of Misfits ,Color,238,88,1793,31051126,36877,6254,0,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,101,3,57,PG,55000000,2012,6.7,2.35,0
898,Changeling ,Color,264,141,394,35707327,199056,12840,0,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,387,3,31,R,55000000,2008,7.8,2.35,14000
899,Chain Reaction ,Color,47,107,93,20550712,40346,31014,1,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,95,3,31,PG-13,50000000,1996,5.6,1.85,1000
900,The Fan ,Color,50,116,2289,18573791,38533,24618,3,http://www.imdb.com/title/tt0116277/?ref_=fn_tt_tt_1,89,3,31,R,55000000,1996,5.8,2.35,0
901,The Phantom of the Opera , Black and White,153,143,1077,51225796,96654,20660,0,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,2047,3,57,PG-13,70000000,2004,7.4,2.35,0
902,Elizabeth: The Golden Age ,Color,202,114,2079,16264475,54787,16899,1,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1,216,3,57,PG-13,55000000,2007,6.9,1.85,0
903,Æon Flux ,Color,178,93,1259,25857987,110614,10185,0,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1,532,3,31,PG-13,62000000,2005,5.5,2.35,0
904,Gods and Generals ,Color,84,280,1987,12870569,13215,1671,0,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1,497,3,31,PG-13,56000000,2003,6.3,2.35,953
905,Turbulence ,Color,44,100,1917,11466088,8983,3952,0,http://www.imdb.com/title/tt0120390/?ref_=fn_tt_tt_1,84,3,31,R,71000000,1997,4.7,2.35,316
906,Imagine That ,Color,93,107,1255,16088610,10417,3742,2,http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1,39,3,31,PG,55000000,2009,5.6,2.35,610
907,Muppets Most Wanted ,Color,277,119,918,51178893,24285,6089,4,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,110,3,31,PG,50000000,2014,6.4,1.85,10000
908,Thunderbirds ,Color,76,95,1167,6768055,11148,2260,0,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1,229,3,57,PG,57000000,2004,4.2,1.85,437
909,Burlesque ,Color,197,119,2136,39440655,61680,4315,1,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,222,3,31,PG-13,55000000,2010,6.4,2.35,19000
910,A Very Long Engagement ,Color,186,133,992,6167817,62607,405,1,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,239,14,5,R,47000000,2004,7.7,2.35,0
911,Lolita , Black and White,103,152,2109,,67822,1403,0,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,207,3,57,Not Rated,2000000,1962,7.7,1.66,0
912,Eye See You ,Color,66,96,1044,,19706,15803,1,http://www.imdb.com/title/tt0160184/?ref_=fn_tt_tt_1,142,3,31,R,55000000,2002,5.3,2.35,448
913,Blade II ,Color,224,117,818,81645152,158267,15371,1,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,559,3,31,R,54000000,2002,6.7,1.85,0
914,Seven Pounds ,Color,202,123,733,69951824,232710,14727,1,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,599,3,31,PG-13,55000000,2008,7.7,2.35,26000
915,Bullet to the Head ,Color,279,92,2337,9483821,39247,25418,3,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,131,3,31,R,55000000,2012,5.7,1.85,10000
916,The Godfather: Part III ,Color,110,170,698,66676062,267980,16949,1,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1,545,3,31,R,54000000,1990,7.6,1.85,0
917,"You, Me and Dupree ",Color,136,110,134,75604320,68417,847,1,http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1,195,3,31,PG-13,54000000,2006,5.6,1.85,0
918,Superman II ,Color,121,116,1882,108200000,76331,2908,4,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,269,3,31,PG,54000000,1980,6.8,2.35,0
919,Gigli ,Color,131,121,1477,5660084,41620,286,0,http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1,418,3,31,R,54000000,2003,2.4,2.35,2000
920,All the King's Men , Black and White,127,128,2159,7221458,20740,27614,0,http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1,178,3,4,PG-13,55000000,2006,6.2,1.85,0
921,Shaft ,Color,160,99,1150,70327868,58416,26527,0,http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1,301,3,4,R,46000000,2000,5.9,2.35,0
922,Anastasia ,Color,78,94,587,58297830,86347,6017,1,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,191,3,31,G,50000000,1997,7.1,2.35,0
923,Moulin Rouge! , Black and White,209,127,174,57386369,224013,2601,1,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,2319,3,31,PG-13,52500000,2001,7.6,2.35,10000
924,Domestic Disturbance ,Color,98,89,837,45207112,21283,13390,1,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1,190,3,31,PG-13,53000000,2001,5.5,2.35,361
925,Black Mass ,Color,391,123,2041,62563543,115216,63769,7,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1,289,3,31,R,53000000,2015,7,2.35,44000
926,Flags of Our Fathers ,Color,279,135,394,33574332,101221,24468,0,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1,415,3,31,R,90000000,2006,7.1,2.35,0
927,Law Abiding Citizen ,Color,216,118,688,73343413,217480,22517,0,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,429,3,31,R,50000000,2009,7.4,2.35,21000
928,Grindhouse ,Color,250,189,1939,25031037,155496,22186,0,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1,532,3,31,R,53000000,2007,7.6,2.35,0
929,Beloved ,Color,78,172,1165,22843047,6082,2397,1,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,207,3,31,R,55000000,1998,5.9,1.85,853
930,Jerry Maguire ,Color,109,139,286,153620822,189923,12182,0,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1,318,3,31,R,50000000,1996,7.3,1.85,0
931,Lucky You ,Color,106,124,421,5755286,18310,26334,1,http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1,63,3,31,PG-13,55000000,2007,5.9,2.35,672
932,Catch Me If You Can ,Color,194,141,2158,164435221,525801,48153,0,http://www.imdb.com/title/tt0264464/?ref_=fn_tt_tt_1,667,3,31,PG-13,52000000,2002,8,1.85,15000
933,Zero Dark Thirty ,Color,558,157,1266,95720716,216032,2759,0,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1,640,3,31,R,40000000,2012,7.4,1.85,39000
934,The Break-Up ,Color,183,106,1808,118683135,102167,8315,1,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1,483,3,31,PG-13,52000000,2006,5.8,1.85,0
935,Mamma Mia! ,Color,238,108,1820,143704210,145974,26002,1,http://www.imdb.com/title/tt0795421/?ref_=fn_tt_tt_1,611,3,31,PG-13,52000000,2008,6.3,2.35,10000
936,Valentine's Day ,Color,186,125,736,110476776,95437,45696,12,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1,211,3,31,PG-13,52000000,2010,5.7,1.85,9000
937,The Dukes of Hazzard ,Color,144,107,975,80270227,66382,2297,5,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1,612,3,31,PG-13,50000000,2005,5.1,2.35,0
938,The Thin Red Line ,Color,156,215,2205,36385763,138941,1937,0,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,1448,3,31,R,52000000,1998,7.6,2.35,0
939,The Change-Up ,Color,215,118,497,37035845,136680,28045,2,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,149,3,31,R,52000000,2011,6.4,2.35,13000
940,Man on the Moon ,Color,140,118,1620,34580635,100743,209,1,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1,549,3,57,R,52000000,1999,7.4,2.35,0
941,Casino ,Color,133,178,1483,42438300,333542,24183,2,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,533,3,31,R,52000000,1995,8.2,2.35,11000
942,From Paris with Love ,Color,203,92,1822,23324666,97775,488,1,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1,211,3,5,R,52000000,2010,6.5,2.35,0
943,Bulletproof Monk ,Color,127,104,1749,23020488,42324,2422,3,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1,180,3,31,PG-13,52000000,2003,5.5,2.35,846
944,"Me, Myself & Irene ",Color,155,116,216,90567722,185878,1711,1,http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1,481,3,31,R,51000000,2000,6.5,1.85,0
945,Barnyard ,Color,98,90,2160,72601713,21396,2055,1,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1,155,3,4,PG,51000000,2006,5.6,1.85,605
946,Deck the Halls ,Color,71,93,1158,35092918,15740,5468,0,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1,110,3,31,PG,,2006,4.9,1.85,1000
947,The Twilight Saga: New Moon ,Color,299,130,378,296623634,220758,64040,2,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1,919,3,31,PG-13,50000000,2009,4.6,2.35,13000
948,Shrek ,Color,212,90,88,267652016,467113,275,1,http://www.imdb.com/title/tt0126029/?ref_=fn_tt_tt_1,945,3,31,PG,60000000,2001,7.9,1.85,0
949,The Adjustment Bureau ,Color,413,106,770,62453315,200035,14607,2,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,3,31,PG-13,50200000,2011,7.1,1.85,36000
950,Robin Hood: Prince of Thieves ,Color,67,155,1304,165500000,145257,38518,0,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1,322,3,31,PG-13,48000000,1991,6.9,1.85,0
951,Ted ,Color,457,112,2066,218628680,471644,21773,1,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1,623,3,31,R,50000000,2012,7,1.85,74000
952,As Good as It Gets ,Color,156,139,934,147637474,224671,1474,0,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,470,3,31,PG-13,50000000,1997,7.7,1.85,11000
953,Patch Adams ,Color,55,115,2275,135014968,80580,74382,1,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1,375,3,31,PG-13,50000000,1998,6.7,2.35,0
954,Anchorman 2: The Legend Continues ,Color,272,143,11,2175312,131227,28176,2,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,346,3,31,PG-13,50000000,2013,6.3,2.35,41000
955,Mr. Deeds ,Color,117,96,2151,126203320,110432,26826,1,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1,309,3,31,PG-13,50000000,2002,5.8,1.85,0
956,Super 8 ,Color,539,112,1054,126975169,287822,3388,0,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,849,3,31,PG-13,50000000,2011,7.1,2.35,37000
957,Erin Brockovich ,Color,169,131,2157,125548685,135246,10003,0,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1,498,3,31,R,52000000,2000,7.3,1.85,0
958,How to Lose a Guy in 10 Days ,Color,140,116,586,105807520,156717,14087,2,http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1,357,3,31,PG-13,50000000,2003,6.4,1.85,0
959,22 Jump Street ,Color,330,112,1817,191616238,258186,19428,2,http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1,322,3,31,R,50000000,2014,7.1,2.35,24000
960,Interview with the Vampire: The Vampire Chronicles ,Color,120,123,1656,105264608,239752,25697,0,http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1,406,3,31,R,60000000,1994,7.6,1.85,11000
961,Yes Man ,Color,190,104,1808,97680195,271691,29505,1,http://www.imdb.com/title/tt1068680/?ref_=fn_tt_tt_1,243,3,31,PG-13,70000000,2008,6.8,2.35,0
962,Central Intelligence ,Color,177,107,1852,126088877,33354,14569,2,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,110,3,31,PG-13,50000000,2016,6.6,2.35,10000
963,Stepmom ,Color,65,124,336,91030827,46482,9988,2,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1,252,3,31,PG-13,50000000,1998,6.7,2.35,0
964,Daddy's Home ,Color,145,96,2056,150315155,54010,10886,2,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1,130,3,31,PG-13,50000000,2015,6.1,1.85,13000
965,Into the Woods ,Color,321,125,1954,127997349,101178,62837,1,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1,779,3,31,PG,50000000,2014,6,2.39,90000
966,Inside Man ,Color,230,129,2103,88504640,273108,19148,2,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1,646,3,31,R,45000000,2006,7.6,2.35,0
967,Payback ,Color,143,90,259,81517441,111368,3148,1,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1,394,3,31,R,50000000,1999,7.1,2.35,0
968,Congo ,Color,55,109,712,81022333,34471,1761,0,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1,147,3,31,PG-13,50000000,1995,5,1.85,0
969,We Bought a Zoo ,Color,257,124,286,75621915,111003,36873,3,http://www.imdb.com/title/tt1389137/?ref_=fn_tt_tt_1,199,3,31,PG,,2011,7.1,1.85,22000
970,Zoolander 2 ,Color,226,102,190,28837115,34964,24107,4,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1,150,3,31,PG-13,50000000,2016,4.8,2.35,28000
971,Knowing ,Color,279,121,55,79948113,186879,13421,0,http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1,791,3,31,PG-13,50000000,2009,6.2,2.35,0
972,Failure to Launch ,Color,143,95,2251,88658172,58412,37967,2,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1,242,3,31,PG-13,50000000,2006,5.6,2.35,2000
973,The Ring Two ,Color,196,128,860,75888270,71153,10163,0,http://www.imdb.com/title/tt0377109/?ref_=fn_tt_tt_1,560,3,31,PG-13,,2005,5.4,1.85,0
974,"Crazy, Stupid, Love. ",Color,310,118,795,84244877,375456,57426,7,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,292,3,31,PG-13,50000000,2011,7.4,2.39,44000
975,Garfield ,Color,116,80,1783,75367693,58961,13430,0,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1,232,3,31,PG,35000000,2004,5,1.85,795
976,Christmas with the Kranks ,Color,105,99,1082,73701902,27548,6729,1,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1,209,3,31,PG,60000000,2004,5.2,2.35,0
977,Moneyball ,Color,419,133,185,75605492,283563,53094,1,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,312,3,31,PG-13,50000000,2011,7.6,1.85,27000
978,Outbreak ,Color,64,127,2379,67823573,91176,30383,3,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1,130,3,31,R,50000000,1995,6.6,1.85,0
979,Non-Stop ,Color,359,106,973,91439400,200647,16967,0,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1,384,3,57,PG-13,50000000,2014,7,2.35,24000
980,Race to Witch Mountain ,Color,166,98,113,67128202,43328,14007,3,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1,110,3,31,PG,65000000,2009,5.7,2.35,0
981,V for Vendetta ,Color,525,132,939,70496802,791783,22417,1,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,2042,3,31,R,54000000,2005,8.2,2.35,48000
982,Shanghai Knights ,Color,165,114,497,60470220,81444,428,2,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1,192,3,31,PG-13,50000000,2003,6.2,2.35,955
983,Unforgotten             ,Color,2,45,,,1824,1816,2,http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1,9,3,57,,,,7.9,,0
984,Curious George ,Color,87,78,1502,58336565,12845,11124,0,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1,118,3,31,G,50000000,2006,6.6,1.85,624
985,Herbie Fully Loaded ,Color,117,101,116,66002004,36431,2177,1,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1,168,3,31,G,50000000,2005,4.7,1.85,1000
986,Don't Say a Word ,Color,113,113,740,54997476,40362,3341,0,http://www.imdb.com/title/tt0260866/?ref_=fn_tt_tt_1,248,3,31,R,50000000,2001,6.3,2.35,970
987,Hansel & Gretel: Witch Hunters ,Color,349,98,2269,55682070,159868,11946,2,http://www.imdb.com/title/tt1428538/?ref_=fn_tt_tt_1,304,3,4,R,50000000,2013,6.1,2.35,45000
988,Unfaithful ,Color,152,124,15,52752475,63067,2583,0,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1,533,3,31,R,50000000,2002,6.7,1.85,0
989,I Am Number Four ,Color,288,109,581,55092830,195043,15608,1,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1,329,3,31,PG-13,60000000,2011,6.1,1.85,27000
990,Syriana ,Color,358,128,2123,50815288,109188,14747,0,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,625,3,31,R,50000000,2005,7,2.35,0
991,13 Hours ,Color,204,144,1533,52822418,47764,3580,0,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1,219,3,31,R,50000000,2016,7.4,2.35,44000
992,The Book of Life ,Color,156,95,1201,50150619,45580,19513,1,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1,102,3,31,PG,50000000,2014,7.3,2.35,18000
993,Firewall ,Color,171,105,1884,48745150,50170,101383,1,http://www.imdb.com/title/tt0408345/?ref_=fn_tt_tt_1,306,3,31,PG-13,50000000,2006,5.8,2.35,773
994,Absolute Power ,Color,76,121,394,50007168,39529,19139,0,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1,142,3,31,R,50000000,1997,6.7,2.35,1000
995,G.I. Jane ,Color,97,125,1904,48154732,60326,15569,1,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1,142,3,31,R,50000000,1997,5.8,2.35,2000
996,The Game ,Color,157,129,500,48265581,261069,1397,1,http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1,506,3,31,R,50000000,1997,7.8,2.35,25000
997,Silent Hill ,Color,267,132,362,46982632,172792,1933,0,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1,1740,3,47,R,50000000,2006,6.6,2.35,0
998,The Replacements ,Color,118,118,866,44737059,48322,24024,1,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1,261,3,31,PG-13,50000000,2000,6.5,1.85,0
999,American Reunion ,Color,291,113,1187,56724080,172112,8398,7,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1,181,3,31,R,50000000,2012,6.7,1.85,39000
1000,The Negotiator ,Color,68,140,688,44484065,107227,20152,2,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1,279,3,4,R,50000000,1998,7.3,2.35,3000
1001,Into the Storm ,Color,228,89,2153,47553512,54101,1367,0,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1,210,3,31,PG-13,50000000,2014,5.8,1.85,15000
1002,Beverly Hills Cop III ,Color,36,104,1124,42610000,60293,1093,1,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1,114,3,31,R,55000000,1994,5.5,1.85,669
1003,Gremlins 2: The New Batch ,Color,105,106,1069,41482207,68428,19610,0,http://www.imdb.com/title/tt0099700/?ref_=fn_tt_tt_1,148,3,31,PG-13,50000000,1990,6.3,1.85,0
1004,The Judge ,Color,276,141,497,47105085,136973,30183,1,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1,275,3,31,R,50000000,2014,7.4,2.35,47000
1005,The Peacemaker ,Color,93,124,1621,41256277,46451,1289,2,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1,156,3,31,R,50000000,1997,5.9,2.35,0
1006,Resident Evil: Apocalypse ,Color,191,98,47,50740078,151580,16791,1,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,672,3,4,R,45000000,2004,6.2,2.35,0
1007,Bridget Jones: The Edge of Reason ,Color,143,108,176,40203020,74315,15634,1,http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1,259,3,57,R,40000000,2004,5.9,2.35,0
1008,Out of Time ,Color,124,114,288,40905277,45895,19739,3,http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1,157,3,31,R,50000000,2003,6.5,2.35,1000
1009,On Deadly Ground ,Color,47,101,2155,38590500,17997,1860,1,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1,140,3,31,R,50000000,1994,4.4,2.35,812
1010,The Adventures of Sharkboy and Lavagirl 3-D ,Color,66,93,1939,39177541,20310,14899,1,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1,177,3,31,PG,50000000,2005,3.5,1.85,0
1011,The Beach ,Color,118,119,454,39778599,176169,29461,0,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1,548,3,31,R,50000000,2000,6.6,2.35,0
