1082,Christopher Cousins,93
1083,Christopher Denham,120
1084,Christopher Evan Welch,252
1085,Christopher Guest,378
1086,Christopher Heyerdahl,825
1087,Christopher James Baker,35
1088,Christopher Judge,847
1089,Christopher Lambert,1000
1090,Christopher Lee,16000
1091,Christopher Masterson,1000
1092,Christopher Meloni,3000
1093,Christopher Nicholas Smith,434
1094,Christopher Rich,150
1095,Christopher Robin Miller,69
1096,Christopher Schmidt,221
1097,Christopher Shea,27
1098,Christopher Simpson,41
1099,Christopher Sommers,32
1100,Christopher Toler,23
1101,Christopher Webster,5
1102,Christoph Waltz,11000
1103,Chris Weitz,129
1104,Chris 'Wonder' Schoeck,0
1105,Chris Young,219
1106,Chris Zylka,963
1107,Chrystale Wilson,498
1108,Chrystee Pharris,110
1109,Chuck Mitchell,24
1110,Chuck Zito,267
1111,Chulpan Khamatova,51
1112,Cicely Tyson,907
1113,Cinda McCain,646
1114,CindyMarie Small,4
1115,Cindy Robinson,29
1116,Cindy Williams,324
1117,Circus-Szalewski,11
1118,CJ Adams,450
1119,Cjon Saulsberry,571
1120,Claire Adams,6
1121,Claire Bloom,113
1122,Claire Foy,362
1123,Claire Geare,78
1124,Claire Gordon-Harper,416
1125,Clare Higgins,100
1126,Clare Kramer,229
1127,Clarence Williams III,475
1128,Clarke Peters,437
1129,Claude Akins,196
1130,Claude-Oliver Rudolph,9
1131,Claude Rains,607
1132,Claudette Colbert,380
1133,Claudette Lalí,15
1134,Claudia Cardinale,973
1135,Claudia Christian,462
1136,Claudia Ferri,71
1137,Claudia Lapacó,0
1138,Claudia Stedelin,12
1139,Claudiu Trandafir,169
1140,Clayne Crawford,298
1141,Clayton Rohner,85
1142,Clayton Snyder,925
1143,Clea DuVall,1000
1144,Cleavon Little,434
1145,Clé Bennett,122
1146,Clemens Schick,29
1147,Cliff Edwards,40
1148,Cliff Robertson,754
1149,Clifton Collins Jr.,968
1150,Clifton James,189
1151,Clifton Powell,469
1152,Clint Eastwood,16000
1153,Clint Howard,1000
1154,Clint Jordan,8
1155,Clint Jung,270
1156,Clint Mansell,512
1157,Clive Revill,73
1158,Clive Russell,241
1159,Clive Standen,687
1160,Clive Swift,118
1161,Clotilde Hesme,116
1162,Clotilde Mollet,3
1163,Clovis Fouin,12
1164,Clu Gulager,426
1165,Clyde Kusatsu,161
1166,Cody Howard,763
1167,Cody Linley,430
1168,Cole Hauser,787
1169,Colette Divine,5
1170,Colin Andrews,0
1171,Colin Farrell,0
1172,Colin Ferguson,747
1173,Colin Firth,14000
1174,Colin O'Donoghue,3000
1175,Colin Salmon,766
1176,Colin Stinton,23
1177,Colleen Dewhurst,157
1178,Colleen Haskell,182
1179,Colleen O'Shaughnessey,45
1180,Collette Wolfe,390
1181,Collin Alfredo St. Dic,48
1182,Collin Chou,269
1183,Collin Kahey,13
1184,Collins Pennie,458
1185,Colm Feore,539
1186,Common,988
1187,Conchata Ferrell,658
1188,Conleth Hill,386
1189,Connie Nielsen,933
1190,Connie Ray,90
1191,Connor Corum,116
1192,Connor Paolo,530
1193,Conrad Coates,66
1194,Conrad Dunn,40
1195,Conrad Goode,477
1196,Conrad Kemp,44
1197,Conrad Veidt,269
1198,Conrad Vernon,48
1199,Constance Marie,441
1200,Constance Shulman,804
1201,Constance Wu,100
1202,Consuelo Gómez,6
1203,Corbin Allred,214
1204,Corbin Bernsen,1000
1205,Corbin Bleu,632
1206,Corey Johnson,123
1207,Corey Sevier,383
1208,Corinna Harney,779
1209,Corlandos Scott,133
1210,Cornel Wilde,132
1211,Cory Hardrict,303
1212,Costas Mandylor,723
1213,Countess Vaughn,200
1214,Courtney Bell,28
1215,Courtney B. Vance,495
1216,Courtney Gains,559
1217,Courtney Love,353
1218,Coyote Shivers,44
1219,Craig Bierko,380
1220,Craig Conway,159
1221,Craig Dougherty,0
1222,Craig Fairbrass,258
1223,Craig Ferguson,759
1224,Craig Hall,50
1225,Craig Parker,978
1226,Craig Roberts,920
1227,Craig Sheffer,391
1228,Craig Stark,46000
1229,Craig T. Nelson,723
1230,Cree Kelly,39
1231,Cree Summer,503
1232,Cristián de la Fuente,462
1233,Crystal Lowe,318
1234,Crystal R. Fox,213
1235,Cullen Douglas,256
1236,Currie Graham,172
1237,Curt Doussett,17
1238,Curtis Armstrong,876
1239,Curtiss Cook,591
1240,Cybill Shepherd,536
1241,Cyd Charisse,390
1242,Cyndi Lauper,732
1243,Cynthia Barrett,473
1244,Cynthia Geary,61
1245,Cynthia Myers,46
1246,Cynthia Nixon,479
1247,Cynthia Rhodes,174
1248,Cynthia Stevenson,271
1249,Cynthia Watros,254
1250,Cyril Raffaelli,297
1251,Dabney Coleman,345
1252,Dagmara Dominczyk,316
1253,Dahong Ni,3
1254,Daisy Betts,297
1255,Dalia Hernández,78
1256,Dalip Singh,421
1257,Dallas Barnett,473
1258,Dallas Roberts,405
1259,Dal-su Oh,7
1260,Dameon Clarke,170
1261,Damián Alcázar,201
1262,Damián Delgado,10
1263,Damian Jewan Lee,15
1264,Damian Lewis,0
1265,Damian Walshe-Howling,122
1266,Damien Garvey,37
1267,Damon Albarn,25
1268,Damon Owlia,9
1269,Damon Wayans,836
1270,Damon Wayans Jr.,756
1271,Dana Andrews,188
1272,Dana Blackstone,96
1273,Dana Delany,722
1274,Dana Hanna,36
1275,Dana Ivey,268
1276,Dana Kimmell,31
1277,Dan Bakkedahl,59
1278,Dan Bilzerian,127
1279,Dan Byrd,1000
1280,Dane Cook,1000
1281,Dan Fogler,562
1282,Dan Futterman,254
1283,Dan Hedaya,281
1284,Dan Hicks,328
1285,Dania Ramirez,1000
1286,Daniela Bianchi,201
1287,Daniel Auteuil,370
1288,Daniel Baldwin,413
1289,Daniel Bernhardt,198
1290,Daniel Brochu,12
1291,Daniel Cudmore,560
1292,Daniel Franzese,374
1293,Daniel Giménez Cacho,43
1294,Daniel Henney,719
1295,Daniel Kaluuya,219
1296,Daniel Kash,52
1297,Daniella Alonso,557
1298,Daniel Lapaine,92
1299,Daniella Pineda,133
1300,Danielle Darrieux,106
1301,Danielle Kotch,1000
1302,Danielle Savre,137
1303,Danielle von Zerneck,51
1304,Daniel London,52
1305,Daniel Mays,287
1306,Daniel Radcliffe,11000
1307,Daniel Rindress-Kay,7
1308,Daniel Roebuck,1000
1309,Daniel Sharman,1000
1310,Daniel Stern,796
1311,Daniel Stewart Sherman,29
1312,Daniel Tay,92
1313,Daniel Travis,7
1314,Daniel von Bargen,577
1315,Daniel Wu,353
1316,Daniel Zettel,14
1317,Danneel Ackles,1000
1318,Dann Florek,367
1319,Dan Novy,19
1320,Danny Aiello,388
1321,Danny Arroyo,575
1322,Danny Dyer,798
1323,Danny Huston,430
1324,Danny Masterson,1000
1325,Danny Nucci,242
1326,Danny Pino,786
1327,Danny Rhodes,77
1328,Danny Sapani,102
1329,Danny Strong,714
1330,Danny Webb,130
1331,Danny Woodburn,809
1332,Dan O'Herlihy,128
1333,Dante Brown,505
1334,Dany Boon,172
1335,Dany Verissimo-Petit,58
1336,Daoming Chen,10
1337,Daphne Zuniga,470
1338,Darci Kistler,2
1339,Darcy Donavan,640000
1340,Daren Kagasoff,704
1341,Dario Nozic Serini,0
1342,Darlene Love,91
1343,Darren Boyd,112
1344,Darren E. Burrows,121
1345,Darren Healy,18
1346,Darren Keefe Reiher,27
1347,Darren Kendrick,32
1348,Darren McGavin,577
1349,Darren Shahlavi,294
1350,Darryl Cox,96
1351,Darryl Hunt,2
1352,Darryl Stephens,658
1353,Darshan Jariwala,14
1354,Darwin Shaw,55
1355,Daryl Hannah,0
1356,Daryl Sabara,640
1357,Daryn Tufts,15
1358,Dash Mihok,463
1359,Daston Kalili,2
1360,Dato Bakhtadze,48
1361,Dave Allen,135
1362,Dave Annable,642
1363,Dave Chappelle,744
1364,Dave Fennoy,338
1365,Dave Foley,401
1366,Dave Legeno,570
1367,Dave Sheridan,233
1368,David A Cole,428
1369,David Adam Flannery,394
1370,David Agranov,308
1371,David Alan Basche,68
1372,David Alan Grier,360
1373,David Alpay,232
1374,David Arquette,611
1375,David A.R. White,266
1376,David Backus,43
1377,David Bailie,40
1378,David Barnes,0
1379,David Belle,510
1380,David Bianchi,715
1381,David Calder,27
1382,David Carradine,926
1383,David Chandler,0
1384,David Clennon,145
1385,David Conrad,642
1386,David Costabile,681
1387,David Dastmalchian,290
1388,David Della Rocco,333
1389,David DeLuise,275
1390,David Dencik,94
1391,David Denman,332
1392,David Douglas,19
1393,David Eigenberg,395
1394,David Fine,1000
1395,David Frederick White,6
1396,David Gallagher,796
1397,David Gant,21
1398,David Gulpilil,93
1399,David Harbour,313
1400,David Hemmings,178
1401,David Herman,233
1402,David Hewlett,686
1403,David Heyman,51
1404,David Hoffman,94
1405,David Huddleston,1000
1406,David Hyde Pierce,443
1407,David Jason,325
1408,David Jason Perez,1000
1409,David Julian Hirsh,147
1410,David Keith,563
1411,David Kelly,588
1412,David Kennedy,35
1413,David Kross,388
1414,David Lee Smith,131
1415,David Lewis,164
1416,David Lyons,576
1417,David Mamet,342
1418,David Mann,378
1419,David Margulies,567
1420,David Masterson,577
1421,David Mersault,9
1422,David Moscow,306
1423,David Murray,96
1424,David Niven,490
1425,David Oakes,335
1426,David Ogden Stiers,443
1427,David O'Hara,736
1428,David Opatoshu,14
1429,David Oyelowo,1000
1430,David Patrick Kelly,380
1431,David Paymer,372
1432,David Proval,354
1433,David Raizor,784
1434,David Ramsey,677
1435,David Rasche,219
1436,David Richmond-Peck,60
1437,David Schaal,59
1438,David Schneider,27
1439,David Sparrow,9
1440,David Suchet,586
1441,David Sullivan,45
1442,David Thewlis,0
1443,David Thornton,119
1444,David Threlfall,168
1445,David Walliams,217
1446,David Walton,676
1447,David Warbeck,22
1448,David Wayne,116
1449,David White,180
1450,David Zayas,929
1451,David Zucker,119
1452,Dawn French,229
1453,Dax Flame,971
1454,Dayna Devon,12
1455,Dayo Okeniyi,478
1456,D.B. Sweeney,558
1457,D.B. Woodside,598
1458,D. David Morin,234
1459,Dean Andrews,34
1460,Dean Dawson,81
1461,Dean Jones,913
1462,Dean Stockwell,936
1463,Debbie Harry,391
1464,Debbie Reynolds,786
1465,Debi Derryberry,122
1466,Debi Mazar,680
1467,Deborah Foreman,190
1468,Deborah Kara Unger,494
1469,Deborah Kerr,426
1470,Deborah Mailman,46
1471,Déborah Révy,34
1472,Deborah Twiss,488
1473,Deborra-Lee Furness,71
1474,Debrah Farentino,143
1475,Debra Lynn Hull,73
1476,Debra Messing,650
1477,Debra Monk,86
1478,Debra Paget,102
1479,Debra Winger,568
1480,Debrianna Mansini,175
1481,Dee Bradley Baker,668
1482,Deems Taylor,0
1483,Dee Wallace,725
1484,DeForest Kelley,606
1485,Deirdre Lorenz,350
1486,Della Reese,388
1487,Dell Yount,62
1488,Delphine Chanéac,559
1489,Delroy Lindo,848
1490,Del Zamora,752
1491,Demetri Martin,210
1492,Demetrius Grosse,69
1493,Demián Bichir,749
1494,Demi Moore,2000
1495,Denden,6
1496,Dendrie Taylor,120
1497,Deneen Tyler,351
1498,Denholm Elliott,249
1499,Denise Boutte,295
1500,Denise Crosby,426
1501,Denis Lavant,226
1502,Denis Leary,835
1503,Denis O'Hare,896
1504,Dennis Burkley,311
1505,Dennis Franz,376
1506,Dennis L.A. White,251
1507,Dennis Quaid,2000
1508,Denny Kirkwood,17
1509,Denzel Washington,18000
1510,Deon Richmond,209
1511,Dequina Moore,41
1512,DeRay Davis,328
1513,Derek Brandon,168
1514,Derek Graf,11
1515,Derek Jacobi,520
1516,Derek Jeter,107
1517,Derek Luke,543
1518,Derek Magyar,108
1519,Derek Mears,520
1520,Derek Wayne Johnson,184
1521,Derick Martini,20000
1522,Dermot Crowley,51
1523,Desmond Askew,36
1524,Desmond Llewelyn,244
1525,DeVaughn Nixon,164
1526,Devid Striesow,24
1527,Devin Ratray,1000
1528,Devon Murray,219
1529,DeWayne Warren,39
1530,Dexter Fletcher,452
1531,Diahann Carroll,426
1532,Diana Maria Riva,89
1533,Diana Ross,295
1534,Diana Scarwid,157
1535,Diana Vickers,111
1536,Dian Bachar,203
1537,Diane Baker,167
1538,Diane Ladd,206
1539,Diane Sorrentino,17
1540,Diane Venora,171
1541,Dianne Wiest,967
1542,Dichen Lachman,717
1543,Dick Cavett,49
1544,Dick Cheney,21
1545,Dick Clark,504
1546,Dickie Jones,48
1547,Dick Powell,105
1548,Dick Van Patten,605
1549,Dick York,474
1550,Diedrich Bader,759
1551,Diego Ramos,10
1552,Diego Velazquez,86
1553,Diganth,0
1554,Dileep Raj,0
1555,Diljit Dosanjh,32
1556,Dillon Casey,281
1557,Dilshad Vadsaria,579
1558,Dimple Kapadia,62
1559,Dinah Manoff,118
1560,Dinesh D'Souza,67
1561,Diora Baird,378
1562,Dirk Benedict,554
1563,Dirk Bogarde,232
1564,Divine,462
1565,Djimon Hounsou,3000
1566,DJ Pooh,69
1567,DMX,432
1568,Dolly Parton,1000
1569,Dom DeLuise,842
1570,Domenick Lombardozzi,216
1571,Dominic Colón,41
1572,Dominic Cooper,3000
1573,Dominic Flores,1000
1574,Dominick Brascia,17
1575,Dominic Monaghan,2000
1576,Dominik Castell,4
1577,Dominik García-Lorido,130
1578,Dominique McElligott,356
1579,Dominique Sanda,48
1580,Donald Austin,0
1581,Donald Faison,927
1582,Donald Gibb,403
1583,Donald Glover,801
1584,Donald Pleasence,742
1585,Donald Rumsfeld,17
1586,Donald Sumpter,151
1587,Donald Trump,808
1588,Donald Watkins,552
1589,Don Ameche,392
1590,Donatas Banionis,29
1591,Don Brooks,0
1592,Don Cheadle,3000
1593,Don Francks,123
1594,Dong-gun Jang,489
1595,Don Gordon,59
1596,Don Johnson,982
1597,Don McKellar,45
1598,Don McManus,98
1599,Donna Murphy,553
1600,Donna Reed,488
1601,Donna Zovko,0
1602,Donnie Dunagan,12
1603,Donny Alamsyah,60
1604,Donny Boaz,2000
1605,Donovan Scott,54
1606,Don Pardo,410
1607,Don Rickles,721
1608,Don S. Davis,440
1609,Don Stark,181
1610,Don Wallace,54
1611,Doona Bae,629
1612,Dorian Missick,1000
1613,Dororthy Thorton,2
1614,Dorothy Lamour,178
1615,Dorothy Lyman,86
1616,Dottie Alexander,0
1617,Doug Bradley,337
1618,Doug Brochu,254
1619,Doug Cockle,24
1620,Doug E. Doug,953
1621,Douglas Haase,629
1622,Douglas Smith,480
1623,Dougray Scott,794
1624,Doug Walker,131
1625,Dove Cameron,570
1626,Dov Tiefenbach,108
1627,Drake,916
1628,Drake Bell,1000
1629,Dr. Dre,231
1630,Drea de Matteo,739
1631,Dreama Walker,601
1632,Dree Hemingway,64
1633,Drew Carey,311
1634,Drew Fuller,906
1635,Drew Powell,129
1636,Drew Sidora,311
1637,Drew Waters,848
1638,Duane Jones,108
1639,Dulé Hill,922
1640,Dustin Diamond,312
1641,Dustin Fitzsimons,349
1642,Dustin Ingram,427
1643,Dustin Lance Black,191
1644,Dustin Milligan,499
1645,Dustin Nguyen,220
1646,Dwayne Johnson,12000
1647,Dwight Henry,168
1648,Dwight Schultz,432
1649,Dwight Yoakam,324
1650,Dyan Cannon,257
1651,Dylan Authors,20
1652,Dylan Baker,812
1653,Dylan Kussman,35
1654,Dylan Minnette,1000
1655,Dylan Moran,427
1656,Dylan Schombing,74
1657,Dylan Walsh,426
1658,Eamonn Walker,706
1659,Earl Cameron,189
1660,Eartha Kitt,558
1661,Ebon Moss-Bachrach,211
1662,Ed Begley Jr.,783
1663,Eddie Albert,196
1664,Eddie Baroo,165
1665,Eddie Cahill,639
1666,Eddie Cibrian,849
1667,Eddie Deezen,726
1668,Eddie Griffin,489
1669,Eddie Izzard,776
1670,Eddie Jemison,336
1671,Eddie Jones,53
1672,Eddie Kaye Thomas,484
1673,Eddie Marsan,979
1674,Eddie Peng,22
1675,Eddie 'Piolin' Sotelo,252
1676,Eddie Redmayne,13000
1677,Eddie Rouse,61
1678,Eddie Spears,699
1679,Eddie Vedder,562
1680,Eden Riegel,145
1681,Edgar Arreola,455
1682,Edgar Buchanan,142
1683,Edgar Ramírez,897
1684,Edgar Tancangco,0
1685,Edie Falco,659
1686,Edi Gathegi,725
1687,Edith Massey,105
1688,Ed Lauter,897
1689,Edmund McMillen,0
1690,Edouard Baer,59
1691,Ed Quinn,538
1692,Ed Skrein,805
1693,Ed Speleers,762
1694,Ed Stoppard,95
1695,Eduard Fernández,7
1696,Eduardo Noriega,278
1697,Eduardo Verástegui,377
1698,Edward Andrews,125
1699,Edward Conna,43
1700,Edward Everett Horton,172
1701,Edward Fox,125
1702,Edwin Hodge,200
1703,Edwin Neal,371
1704,Ed Wynn,382
1705,Eileen Brennan,1000
1706,Eion Bailey,749
1707,Ejner Federspiel,0
1708,Elaine Bromka,178
1709,Elaine Cassidy,203
1710,Elaine Hendrix,670
1711,Elaine Stritch,586
1712,Elden Henson,577
1713,Eleanor Bron,52
1714,Eleanor Parker,354
1715,Elea Oberon,51
1716,Elena Anaya,1000
1717,Elena Lyadova,45
1718,Elena Satine,842
1719,Elijah Kelley,339
1720,Eli Marienthal,157
1721,Elina Abai Kyzy,0
1722,Elina Alminas,149
1723,Elio Germano,48
1724,Elisabeth Harnois,921
1725,Elisa Donovan,201
1726,Elise Muller,98
1727,Elise Neal,165
1728,Elissa Dowling,307
1729,Elizabeth Berkley,893
1730,Elizabeth Berrington,65
1731,Elizabeth Blackmore,150
1732,Elizabeth Daily,971
1733,Elizabeth Debicki,509
1734,Elizabeth MacRae,29
1735,Elizabeth McGovern,553
1736,Elizabeth Meriwether,25
1737,Elizabeth Montgomery,1000
1738,Elizabeth Perkins,664
1739,Elizabeth Stenholt,503
1740,Elizabeth Streb,0
1741,Eliza Coupe,489
1742,Ella Joyce,124
1743,Ellar Coltrane,230
1744,Ella Wahlestedt,587
1745,Ellen Albertini Dow,957
1746,Ellen Barkin,551
1747,Ellen Block,0
1748,Ellen Burstyn,1000
1749,Ellen Ross,48
1750,Ellen Sandweiss,58
1751,Ellen Wong,719
1752,Ellia Thompson,3
1753,Ellie Cornell,101
1754,Ellie Kendrick,221
1755,Elliott Gould,471
1756,Elodie Yung,934
1757,Elpidia Carrillo,174
1758,Elsa Lanchester,266
1759,Elton John,442
1760,Elvis Nolasco,372
1761,Elvis Tsui,7
1762,Elyas M'Barek,150
1763,Embeth Davidtz,795
1764,Eme Ikwuakor,135
1765,Emilia Clarke,10000
1766,Emilia Fox,396
1767,Émilie Dequenne,98
1768,Emilio Estefan Jr.,20
1769,Emily Alyn Lind,289
1770,Emily Baldoni,261
1771,Emily Gorell,0
1772,Emily Meade,374
1773,Emily Nelson,47
1774,Emily Osment,1000
1775,Emily Pearson,12
1776,Emily Podleski,1000
1777,Emily Ratajkowski,625
1778,Emily Rios,231
1779,Emily Watson,876
1780,Emily Wickersham,348
1781,Emir Kusturica,2000
1782,Emma Bell,702
1783,Emma Caulfield,970
1784,Emma de Caunes,132
1785,Emma Eliza Regan,0
1786,Emma Kenney,151
1787,Emma Lung,42
1788,Emmanuel Kabongo,677
1789,Emmanuelle Béart,569
1790,Emmanuelle Bercot,20
1791,Emmanuelle Riva,432
1792,Emmanuelle Seigner,413
1793,Emmanuelle Vaugier,1000
1794,Emma Stone,15000
1795,Emma Watson,9000
1796,Emraan Hashmi,724
1797,Enrico Colantoni,724
1798,Enrique Iglesias,876
1799,Enrique Murciano,195
1800,Enrique Villén,27
1801,Enzo Petito,24
1802,Eoin Macken,533
1803,Erica Leerhsen,184
1804,Erica Linz,31
1805,Eric Ambriz,12
1806,Eric Blore,23
1807,Eric Cantona,240
1808,Eric Christmas,45
1809,Eric Dane,2000
1810,Eric Elmosnino,29
1811,Eric Godon,39
1812,Eric Idle,795
1813,Eric Jacobson,91
1814,Eric Johnson,373
1815,Erick Avari,567
1816,Erick Elias,165
1817,Eric Lange,274
1818,Eric Lloyd,775
1819,Eric Mabius,637
1820,Eric McCormack,440
1821,Eric Mendenhall,607
1822,Eric Peterson,59
1823,Eric Schlosser,3
1824,Eric Schweig,322
1825,Eric Sheffer Stevens,120
1826,Eric Stoltz,902
1827,Eric Stonestreet,904
1828,Eric Stuart,82
1829,Eric Sykes,83
1830,Eric Winter,954
1831,Eric Worre,0
1832,Erika Christensen,931
1833,Erik Estrada,583
1834,Erik Knudsen,583
1835,Erik Palladino,263
1836,Erik Per Sullivan,593
1837,Erin Bethea,150
1838,Erin Boyes,46
1839,Erin Cipolletti,9
1840,Erin Daniels,303
1841,Erin Fitzgerald,99
1842,Erin Gray,307
1843,Erin O'Brien,634
1844,Erin Pitt,120
1845,Erin Wasson,106
1846,Erland Josephson,92
1847,Ernie Reyes Jr.,444
1848,Eros Vlahos,167
1849,Errol Flynn,843
1850,Esai Morales,699
1851,Essence Atkins,713
1852,Essie Davis,309
1853,Estella Warren,658
1854,Estelle Parsons,224
1855,Esther Williams,675
1856,Ethan Embry,982
1857,Ethan Peck,800
1858,Ethan Stiefel,111
1859,Ethan Suplee,1000
1860,Eugene Roche,23
1861,Eugenia Khirivskaya,22
1862,Eugenie Bondurant,637
1863,Eugenio Derbez,399
1864,Eva Amurri Martino,797
1865,Eva Birthistle,54
1866,Eva Boehnke,0
1867,Eva Bourne,48
1868,Eva Carrozza,0
1869,Eva Green,6000
1870,Eva LaRue,576
1871,Eva Marcille,255
1872,Eva Marie Saint,649
1873,Evan Jones,196
1874,Evan McGuire,4
1875,Evan Parke,84
1876,Evan Ross,616
1877,Eve,223
1878,Eve Ensler,17
1879,Evelyn Jefferson,0
1880,Eve Plumb,235
1881,Everett McGill,201
1882,Everett Sloane,29
1883,Evgeniy Mironov,15
1884,Ewen Bremner,557
1885,Ewen Solon,9
1886,Exie Booker,359
1887,Ezra Miller,3000
1888,Fabian Bolin,309
1889,Fabio Testi,37
1890,Fabrice Luchini,80
1891,Facundo Lombard,357
1892,Fadia Nadda,5
1893,Faizon Love,585
1894,Fana Mokoena,98
1895,Fann Wong,154
1896,Fanny Ardant,288
1897,Fares Fares,254
1898,Farrah Fawcett,1000
1899,Faye Dunaway,977
1900,Fay Masterson,126
1901,Fedja van Huêt,20
1902,Fedor Bondarchuk,35
1903,Felicia Pearson,161
1904,Felicity Huffman,508
1905,Felix Avitia,33
1906,Félix Moati,8
1907,Fenella Woolgar,87
1908,Ferdinando Vetere,50
1909,Fereshteh Sadre Orafaiy,5
1910,Fergie,529
1911,Fernanda Andrade,403
1912,Fernanda Machado,39
1913,Fernanda Montenegro,119
1914,Fernanda Torres,24
1915,Fernando Cayo,143
1916,Fernando Rey,165
1917,Filippo Timi,101
1918,Finlay Currie,70
1919,Finn Ireland,107
1920,Finn Wittrock,769
1921,Finola Hughes,224
1922,Fiona Dourif,253
1923,Fiona Glascott,55
1924,Fiona Shaw,687
1925,Fionnula Flanagan,482
1926,Firass Dirani,239
1927,Fisher Stevens,922
1928,Flaco Navaja,64
1929,Flavio Parenti,144
1930,Flea,535
1931,Flint Beverage,259
1932,Florence Henderson,337
1933,Florian Lukas,65
1934,F. Murray Abraham,670
1935,Forrest Tucker,88
1936,Fortunato Cerlino,9
1937,Frances Bavier,407
1938,Frances Bay,491
1939,Francesca Capaldi,144
1940,Francesca Rettondini,78
1941,Frances Conroy,827
1942,Francesc Pagès,132
1943,Frances Fisher,638
1944,Frances Lee McCain,107
1945,Frances O'Connor,575
1946,Francine Blake,0
1947,Francis Capra,937
1948,Francis Lederer,20
1949,François Bégaudeau,15
1950,François Berléand,86
1951,François Chau,294
1952,François Cluzet,541
1953,François Damiens,24
1954,Françoise Yip,186
1955,Franco Nero,576
1956,Fran Drescher,859
1957,Frank Dillane,571
1958,Frank Faylen,66
1959,Frank Finlay,338
1960,Frank Gerrish,81
1961,Frank Grillo,798
1962,Frank Hvam,33
1963,Frankie Muniz,934
1964,Frankie Valli,197
1965,Frank Langella,902
1966,Frank McHugh,37
1967,Fran Kranz,557
1968,Frank Rautenbach,48
1969,Frank Vincent,356
1970,Frank Welker,2000
1971,Frank Whaley,436
1972,Franky G,93
1973,Fred Armisen,424
1974,Freddie Jones,124
1975,Freddy Rodríguez,579
1976,Frederic Forrest,236
1977,Frederick Weller,152
1978,Fred Gwynne,886
1979,Fred MacMurray,516
1980,Fred Malatesta,8
1981,Fred Melamed,105
1982,Fred Rogers,419
1983,Fredro Starr,237
1984,Fred Tatasciore,118
1985,Fred Ward,459
1986,Fred Willard,729
1987,Fred Williamson,767
1988,French Stewart,319
1989,Frida Hallgren,24
1990,Fritz Kortner,3
1991,Gabourey Sidibe,906
1992,Gabriela Castillo,134
1993,Gabriel Almirón,0
1994,Gabriel Bateman,300
1995,Gabriel Beristain,70
1996,Gabriel Damon,320
1997,Gabriel Hogan,83
1998,Gabriel Iglesias,511
1999,Gabrielle Carteris,330
2000,Gabrielle Reece,52
2001,Gabriel Millman,13000
2002,Gabriel Reyes,8
2003,Gabriel Thomson,35
2004,Gaby Hoffmann,612
2005,Gael Le Cornec,165
2006,Gage Golightly,253
2007,Gaia Weiss,182
2008,Gale Sondergaard,51
2009,Gano Grills,147
2010,Garba Touré,0
2011,Garcelle Beauvais,384
2012,Garrett Clayton,532
2013,Garrett M. Brown,325
2014,Garrett Morris,424
2015,Garrett Ryan,202
2016,Garrick Hagon,110
2017,Garry Cooper,33
2018,Garry Shandling,591
2019,Garvin Cross,36
2020,Gary Cole,989
2021,Gary Coleman,633
2022,Gary Cooper,998
2023,Gary Daniels,551
2024,Gary Dourdan,1000
2025,Gary Farmer,580
2026,Gary Jones,72
2027,Gary Lewis,203
2028,Gary Lockwood,117
2029,Gary McDonald,25
2030,Gary Oldman,10000
2031,Gary Schwartz,91
2032,Gary Stretch,404
2033,Gary Weeks,452
2034,Gastón Pauls,22
2035,Gauhar Khan,20
2036,Gavin MacLeod,284
2037,Gavin Newsom,5
2038,Gaye Brown,30
2039,Gbenga Akinnagbe,338
2040,Gedde Watanabe,448
2041,Gemma Chan,288
2042,Gemma Jones,171
2043,Gena Rowlands,545
2044,Gene Simmons,301
2045,Gene Tierney,535
2046,Geneviève Bujold,159
2047,Geneviève Lemon,11
2048,Genevieve O'Reilly,119
2049,Gen Seto,4
2050,Geoff Bell,405
2051,Geoffrey Arend,816
2052,Geoffrey Holder,547
2053,Geoffrey Palmer,103
2054,Geoff Stults,756
2055,George Brent,45
2056,George 'Buck' Flower,133
2057,George Carlin,769
2058,George Chakiris,271
2059,George Coe,488
2060,George Cole,77
2061,George Coulouris,11
2062,George C. Scott,654
2063,George DiCenzo,54
2064,George Hamilton,341
2065,George Harris,249
2066,George Harrison,704
2067,George Kennedy,3000
2068,George Lazenby,314
2069,George Lopez,453
2070,George Newbern,647
2071,George Newton,68
2072,George Peppard,669
2073,George Raft,102
2074,George Reeves,384
2075,George Sanders,333
2076,George T. Odom,12
2077,George Voskovec,32
2078,George W. Bush,125
2079,George Wendt,412
2080,Georgia Groome,141
2081,Georgina Cates,38
2082,Georgina Chapman,55
2083,Georgina Reilly,98
2084,Geraldine Chaplin,382
2085,Geraldine McEwan,269
2086,Gerald McRaney,523
2087,Gerard Butler,18000
2088,Gérard Jugnot,57
2089,Gerard McSorley,71
2090,Gerardo Taracena,154
2091,Germán Alcarazu,0
2092,Gerry Becker,27
2093,Gerry Bednob,218
2094,Gerry Lopez,52
2095,Gert Fröbe,202
2096,Ghassan Massoud,173
2097,Gia Mantegna,413
2098,Giancarlo Giannini,451
2099,Gian Maria Volontè,360
2100,Gideon Emery,430
2101,Gigi Rice,69
2102,Gil Bellows,261
2103,Gilbert Gottfried,560
2104,Gilbert R. Hill,174
2105,Gilbert Roland,85
2106,Gil Birmingham,416
2107,Gilles Lellouche,92
2108,Gillian Jacobs,837
2109,Gillian White,1000
2110,Gina Bellman,476
2111,Gina Holden,346
2112,Gina Lollobrigida,746
