id:int,name:string,facebook_likes:int
1100,John Curran,43
1101,John Dahl,131
1102,John D. Hancock,44
1103,John Duigan,18
1104,John Eng,0
1105,John Erick Dowdle,66
1106,John Ford,673
1107,John Fortenberry,12
1108,John Francis Daley,0
1109,John Frankenheimer,287
1110,John Gatins,61
1111,John G. Avildsen,80
1112,John Glen,46
1113,John Gray,29
1114,John Guillermin,71
1115,John Gulager,38
1116,John Hamburg,29
1117,John Herzfeld,17
1118,John Hillcoat,214
1119,John H. Lee,32
1120,John Hoffman,9
1121,John Huston,1000
1122,John Lafia,5
1123,John Laing,0
1124,John Landis,644
1125,John Lasseter,487
1126,John Lee Hancock,102
1127,John Luessenhop,34
1128,John Maclean,85
1129,John Madden,108
1130,John Maybury,11
1131,John McNaughton,39
1132,John McTiernan,323
1133,John Michael McDonagh,51
1134,John Milius,468
1135,John Moore,212
1136,John Murlowski,20
1137,Johnnie To,143
1138,Johnny Remo,74
1139,John Ottman,83
1140,John Pasquin,11
1141,John Patrick Shanley,53
1142,John Polson,21
1143,John Putch,60
1144,John Reinhardt,2
1145,John R. Leonetti,40
1146,John Sayles,407
1147,John Schlesinger,154
1148,John Schultz,13
1149,John Simpson,0
1150,John Singleton,309
1151,John Stainton,0
1152,John Stephenson,0
1153,John Stockwell,134
1154,John Sturges,120
1155,John Turturro,0
1156,John Waters,0
1157,John Wells,53
1158,John Whitesell,14
1159,John Woo,610
1160,Jon Amiel,36
1161,Jonas Åkerlund,68
1162,Jonas Elmer,3
1163,Jonathan Caouette,20
1164,Jonathan Dayton,36
1165,Jonathan Demme,438
1166,Jonathan English,9
1167,Jonathan Frakes,906
1168,Jonathan Glazer,143
1169,Jonathan Hensleigh,36
1170,Jonathan Jakubowicz,23
1171,Jonathan Kaplan,57
1172,Jonathan Kesselman,4
1173,Jonathan Levine,129
1174,Jonathan Liebesman,473
1175,Jonathan Lynn,36
1176,Jonathan Meyers,0
1177,Jonathan Mostow,84
1178,Jonathan Newman,3
1179,Jonathan Parker,0
1180,Jonathan Teplitzky,6
1181,Jonathan Wacks,0
1182,Jon Avnet,50
1183,Jon Cassar,78
1184,Jon Favreau,4000
1185,Jon Gunn,16
1186,Jon Hess,29
1187,Jon Hurwitz,22
1188,Jon Kasdan,21
1189,Jon Knautz,10
1190,Jon Lucas,24
1191,Jon M. Chu,209
1192,Jon Poll,20
1193,Jon Shear,0
1194,Jon Stewart,593
1195,Jon Turteltaub,226
1196,Jon Wright,4
1197,Joon-ho Bong,584
1198,Jorge Blanco,2
1199,Jorge Gaggero,0
1200,Jorge Ramírez Suárez,45
1201,Jorge R. Gutiérrez,34
1202,Jorma Taccone,434
1203,Josef Rusnak,9
1204,José Luis Valenzuela,0
1205,José Padilha,294
1206,Joseph Dorman,0
1207,Joseph Gordon-Levitt,23000
1208,Joseph Green,2
1209,Joseph Kahn,33
1210,Joseph Kosinski,364
1211,Joseph L. Mankiewicz,311
1212,Joseph Mazzella,0
1213,Joseph Ruben,29
1214,Joseph Sargent,114
1215,Joseph Zito,17
1216,Josh Boone,131
1217,Josh Gordon,8
1218,Josh Schwartz,90
1219,Josh Trank,128
1220,Joshua Logan,32
1221,Joshua Marston,13
1222,Joshua Michael Stern,0
1223,Joshua Oppenheimer,50
1224,Joshua Seftel,0
1225,Joshua Tickell,9
1226,Joss Whedon,0
1227,J.S. Cardone,23
1228,Juan Carlos Fresnadillo,35
1229,Juan José Campanella,195
1230,Judd Apatow,0
1231,Jugal Hansraj,32
1232,Julian Gilbey,7
1233,Julian Jarrold,11
1234,Julian Schnabel,232
1235,Julie Anne Robinson,30
1236,Julie Davis,12
1237,Julien Temple,67
1238,Julie Taymor,278
1239,Julio DePietro,0
1240,Jun Falkenstein,25
1241,Juraj Jakubisko,15
1242,Justin Chadwick,56
1243,Justin Dillon,0
1244,Justin Kerrigan,8
1245,Justin Lin,681
1246,Justin Molotnikov,5
1247,Justin Paul Miller,0
1248,Justin Thomas Ostensen,0
1249,Justin Tipping,2
1250,Justin Zackham,16
1251,Kabir Sadanand,0
1252,Kaige Chen,45
1253,Karan Johar,160
1254,Karen Moncrieff,22
1255,Karey Kirkpatrick,11
1256,Karim Aïnouz,19
1257,Kari Skogland,13
1258,Kar-Wai Wong,0
1259,Karyn Kusama,45
1260,Kasi Lemmons,148
1261,Kat Coiro,28
1262,Kate Barker-Froyland,4
1263,Kate Connor,27
1264,Katherine Brooks,57
1265,Katherine Dieckmann,8
1266,Kathryn Bigelow,0
1267,Katie Aselton,224
1268,Katja von Garnier,18
1269,Katsuhiro Ôtomo,78
1270,Katt Shea,52
1271,Kay Pollak,10
1272,Keenen Ivory Wayans,322
1273,Keith Gordon,200
1274,Keith Parmer,2
1275,Kelly Asbury,21
1276,Kelly Makin,6
1277,Kelly Reichardt,129
1278,Ken Annakin,19
1279,Ken Del Conte,2
1280,Ken Kwapis,42
1281,Ken Loach,644
1282,Kenneth Branagh,0
1283,Kenneth Johnson,34
1284,Kenneth Lonergan,50
1285,Kenny Ortega,197
1286,Ken Roht,0
1287,Ken Scott,31
1288,Ken Shapiro,2
1289,Kent Alterman,3
1290,Kerry Conran,14
1291,Kevin Allen,8
1292,Kevin Bray,10
1293,Kevin Brodie,0
1294,Kevin Carraway,2
1295,Kevin Costner,0
1296,Kevin Donovan,11
1297,Kevin Greutert,52
1298,Kevin Hamedani,23
1299,Kevin Hooks,114
1300,Kevin Jordan,4
1301,Kevin Lima,36
1302,Kevin Macdonald,162
1303,Kevin Munroe,14
1304,Kevin Reynolds,58
1305,Kevin Rodney Sullivan,8
1306,Kevin Smith,0
1307,Kevin Spacey,18000
1308,Kevin Tancharoen,64
1309,Kevin Tenney,85
1310,Khalid Mohamed,10
1311,Khalil Sullins,5
1312,Khyentse Norbu,28
1313,Kief Davidson,0
1314,Kimberly Peirce,108
1315,Kimble Rendall,0
1316,Kim Farrant,93
1317,Kim Nguyen,16
1318,King Vidor,54
1319,Kinka Usher,18
1320,Kirk De Micco,16
1321,Kirk Jones,52
1322,Kirk Loudon,0
1323,Kirk Wong,6
1324,Kirsten Sheridan,59
1325,Kiyoshi Kurosawa,62
1326,K. King,3
1327,Klaus Menzel,34
1328,Kris Isacsson,0
1329,Kristin Rizzo,30
1330,Kriv Stenders,25
1331,Kundan Shah,4
1332,Kunihiko Yuyama,8
1333,Kurt Hale,0
1334,Kurt Voss,0
1335,Kurt Wimmer,110
1336,Kyle Balda,22
1337,Lajos Koltai,45
1338,Lana Wachowski,0
1339,Lance Hool,0
1340,Lance Kawas,66
1341,Lance McDaniel,0
1342,Lance Mungia,4
1343,Lance Rivera,3
1344,Larry Blamire,56
1345,Larry Charles,119
1346,Larry Clark,184
1347,Lars von Trier,3000
1348,Laslo Benedek,6
1349,Lasse Hallström,529
1350,Laurence Dunmore,2
1351,Lauren Lazin,2
1352,Laurent Bouhnik,0
1353,Laurent Cantet,39
1354,Laurent Tirard,2
1355,Laurie Collyer,38
1356,Lawrence Guterman,6
1357,Lawrence Kasanoff,11
1358,Lawrence Kasdan,759
1359,Léa Pool,4
1360,Lee Daniels,304
1361,Lee Tamahori,93
1362,Lee Toland Krieger,43
1363,Lee Unkrich,125
1364,Leigh Whannell,482
1365,Lena Dunham,969
1366,Lenny Abrahamson,412
1367,Len Wiseman,235
1368,Leonard Farlinger,0
1369,Leonard Nimoy,12000
1370,Leon Ford,18
1371,Leon Ichaso,5
1372,Leos Carax,227
1373,Leslie H. Martinson,7
1374,Leslie Small,15
1375,Leslye Headland,21
1376,Les Mayfield,10
1377,Levan Gabriadze,6
1378,Lewis Gilbert,43
1379,Lexi Alexander,189
1380,Lijun Sun,0
1381,Liliana Cavani,59
1382,Linda Mendoza,17
1383,Lionel C. Martin,3
1384,Lisa Azuelos,15
1385,Lisa Cholodenko,450
1386,Lisanne Pajot,0
1387,Livingston Oden,0
1388,Liv Ullmann,440
1389,Liz Friedlander,3
1390,Li Zhang,0
1391,Lloyd Bacon,24
1392,Lloyd Kaufman,365
1393,Lluís Quílez,0
1394,Lone Scherfig,92
1395,Lorene Scafaria,63
1396,Lori Petty,923
1397,Lori Silverbush,5
1398,Louis C.K.,0
1399,Louis Leterrier,255
1400,Louis Morneau,38
1401,Lowell Sherman,16
1402,Luca Guadagnino,64
1403,Luc Besson,0
1404,Lucile Hadzihalilovic,92
1405,Lucio Fulci,385
1406,Luc Jacquet,10
1407,Lucky McKee,75
1408,Lucrecia Martel,33
1409,Luis Llosa,49
1410,Luis Mandoki,43
1411,Luis Valdez,7
1412,Lukas Moodysson,187
1413,Luke Dye,0
1414,Luke Greenfield,42
1415,Lynne Ramsay,159
1416,Lynn Shelton,100
1417,Mabel Cheung,3
1418,Mabrouk El Mechri,19
1419,Maggie Carey,38
1420,Maggie Greenwald,9
1421,Maïwenn,236
1422,Majid Majidi,373
1423,Maksim Fadeev,0
1424,Malcolm D. Lee,92
1425,Malcolm Goodwin,117
1426,Mamoru Hosoda,99
1427,Måns Mårlind,24
1428,Marc Abraham,18
1429,Marc Bennett,3
1430,Marc F. Adler,0
1431,Marc Forby,3
1432,Marc Forster,395
1433,Marcio Garcia,74
1434,Marc Lawrence,30
1435,Marc Levin,12
1436,Marco Kreuzpaintner,7
1437,Marco Schnabel,12
1438,Marcos Siega,32
1439,Marc Schölermann,3
1440,Marcus Dunstan,87
1441,Marcus Nispel,158
1442,Marcus Raboy,7
1443,Marc Webb,464
1444,Maria Maggenti,4
1445,Marianna Palka,123
1446,Marielle Heller,22
1447,Mariette Monpierre,0
1448,Marilyn Agrelo,2
1449,Mario Van Peebles,535
1450,Marius A. Markevicius,6
1451,Mark Andrews,56
1452,Mark A.Z. Dippé,20
1453,Mark Brown,7
1454,Mark Christopher,15
1455,Mark Dindal,10
1456,Mark Griffiths,4
1457,Mark Helfrich,7
1458,Mark Herman,39
1459,Mark Illsley,3
1460,Mark L. Lester,73
1461,Mark Mylod,20
1462,Mark Neveldine,83
1463,Mark Osborne,54
1464,Mark Pellington,89
1465,Mark Piznarski,4
1466,Mark Romanek,132
1467,Mark Rosman,15
1468,Mark Rydell,43
1469,Mark Sandrich,10
1470,Mark Steven Johnson,160
1471,Mark Tarlov,3
1472,Mark Tonderai,13
1473,Mark Waters,70
1474,Mark Young,14
1475,Mars Callahan,60
1476,Martha Coolidge,57
1477,Martin Brest,102
1478,Martin Campbell,258
1479,Martin Koolhoven,12
1480,Martin Lawrence,0
1481,Martin McDonagh,454
1482,Martin Ritt,58
1483,Martin Scorsese,17000
1484,Martin Weisz,7
1485,Martyn Pick,4
1486,Maryam Keshavarz,32
1487,Mary Harron,126
1488,Mary Lambert,52
1489,Mary McGuckian,6
1490,Mary Pat Kelly,3
1491,Masayuki Ochiai,5
1492,Mateo Gil,3
1493,Mathieu Amalric,412
1494,Mathieu Kassovitz,326
1495,Matt Bettinelli-Olpin,14
1496,Matt Birch,0
1497,Matt Cimber,32
1498,Matt Dillon,0
1499,Matthew Bright,9
1500,Matthew Diamond,12
1501,Matthew Hastings,3
1502,Matthew O'Callaghan,5
1503,Matthew R. Anderson,252
1504,Matthew Robbins,25
1505,Matthew Vaughn,905
1506,Matthew Watts,0
1507,Matt Jackson,0
1508,Matt Johnson,8
1509,Matt Maiellaro,8
1510,Matt Piedmont,4
1511,Matt Reeves,198
1512,Matt Walsh,490
1513,Matt Williams,18
1514,Matty Rich,10
1515,Maurice Joyce,0
1516,Maurizio Benazzo,0
1517,Max Färberböck,4
1518,Max Joseph,31
1519,Max Mayer,6
1520,McG,368
1521,Meiert Avis,0
1522,Mel Brooks,0
1523,Mel Gibson,0
1524,Mel Smith,302
1525,Mel Stuart,21
1526,Melville Shavelson,5
1527,Melvin Van Peebles,101
1528,Mennan Yapo,9
1529,Menno Meyjes,43
1530,Mervyn LeRoy,54
1531,Michael Anderson,23
1532,Michael Apted,150
1533,Michael Bay,0
1534,Michael Burke,3
1535,Michael Caton-Jones,105
1536,Michael Chapman,70
1537,Michael Cimino,517
1538,Michael Clancy,0
1539,Michael Cohn,2
1540,Michael Corrente,30
1541,Michael Crichton,735
1542,Michael Cristofer,49
1543,Michael Cuesta,52
1544,Michael Curtiz,345
1545,Michael Dinner,12
1546,Michael Dougherty,66
1547,Michael Dowse,31
1548,Michael D. Sellers,0
1549,Michael Gornick,10
1550,Michael Haneke,0
1551,Michael Herz,6
1552,Michael Hoffman,97
1553,Michael Hoffman Jr.,32
1554,Michael Jai White,2000
1555,Michael J. Bassett,83
1556,Michael Kang,269
1557,Michael Landon Jr.,84
1558,Michael Lehmann,36
1559,Michael Lembeck,54
1560,Michael Mann,0
1561,Michael Martin,0
1562,Michael Mayer,15
1563,Michael McCullers,5
1564,Michael McGowan,12
1565,Michael Meredith,7
1566,Michael Moore,909
1567,Michael O. Sajbel,6
1568,Michael Patrick Jann,31
1569,Michael Patrick King,127
1570,Michael Polish,35
1571,Michael Pressman,34
1572,Michael Radford,53
1573,Michael Ritchie,23
1574,Michael Roemer,0
1575,Michael Rymer,48
1576,Michael Schultz,78
1577,Michael Spierig,35
1578,Michael Sucsy,23
1579,Michael Taliferro,105
1580,Michael Tiddes,89
1581,Michael Tollin,19
1582,Michael Wadleigh,14
1583,Michael Walker,5
1584,Michael Winner,136
1585,Michael Winnick,155
1586,Michael Winterbottom,187
1587,Michel Gondry,1000
1588,Michel Hazanavicius,405
1589,Michel Leclerc,3
1590,Michel Orion Scott,0
1591,Mickey Liddell,7
1592,Mick Jackson,81
1593,Mic Rodgers,7
1594,Miguel Arteta,44
1595,Miguel Sapochnik,238
1596,Mikael Håfström,101
1597,Mikael Salomon,13
1598,Mike Barker,5
1599,Mike Bigelow,2
1600,Mike Binder,57
1601,Mike Bruce,6
1602,Mike Cahill,135
1603,Mike Disa,6
1604,Mike Figgis,81
1605,Mike Flanagan,59
1606,Mike Gabriel,12
1607,Mike Hodges,24
1608,Mike Judge,406
1609,Mike Leigh,608
1610,Mikel Rueda,0
1611,Mike Marvin,28
1612,Mike Mayhall,14
1613,Mike McCoy,16
1614,Mike Mills,101
1615,Mike Mitchell,31
1616,Mike Nawrocki,12
1617,Mike Newell,179
1618,Mike Nichols,0
1619,Mike van Diem,4
1620,Milos Forman,869
1621,Mimi Leder,75
1622,Mira Nair,300
1623,Miranda July,244
1624,Mitch Davis,7
1625,Mitchell Altieri,9
1626,Mitchell Lichtenstein,53
1627,M. Night Shyamalan,0
1628,Molly Bernstein,0
1629,Mona Fastvold,2
1630,Monte Hellman,96
1631,Mora Stephens,5
1632,Morgan J. Freeman,204
1633,Morgan Neville,9
1634,Morgan Spurlock,293
1635,Mor Loushy,0
1636,Morten Tyldum,77
1637,Mort Nathan,2
1638,Moustapha Akkad,278
1639,Myles Berkowitz,0
1640,Nacho Vigalondo,76
1641,Nadia Tass,20
1642,Nadine Labaki,0
1643,Nae Caranfil,34
1644,Nancy Meyers,278
1645,Nancy Walker,42
1646,Nanette Burstein,8
1647,Natalie Bible',8
1648,Nate Parker,664
1649,Nat Faxon,214
1650,Nathan Frankowski,19
1651,Nathan Greno,15
1652,Nathan Smith Jones,7
1653,Neal Brennan,23
1654,Neema Barnette,21
1655,Neil Burger,168
1656,Neil Jordan,277
1657,Neil LaBute,119
1658,Neill Blomkamp,662
1659,Neill Dela Llana,0
1660,Neil Marshall,197
1661,Neil Mcenery-West,0
1662,Nelson McCormick,29
1663,Newt Arnold,15
1664,Niall Johnson,7
1665,Nicholas Fackler,6
1666,Nicholas Hytner,13
1667,Nicholas Jarecki,27
1668,Nicholas Meyer,120
1669,Nicholas Ray,117
1670,Nicholas Stoller,89
1671,Nicholaus Goossen,4
1672,Nick Cassavetes,415
1673,Nick Gomez,22
1674,Nick Hamm,6
1675,Nick Hurran,34
1676,Nick Love,63
1677,Nick Murphy,58
1678,Nickolas Perry,5
1679,Nick Tomnay,11
1680,Nicolae Constantin Tanase,0
1681,Nicolas Winding Refn,0
1682,Nicole Holofcener,132
1683,Niels Arden Oplev,76
1684,Nigel Cole,13
1685,Niki Caro,51
1686,Nils Gaup,8
1687,Nima Nourizadeh,166
1688,Nimród Antal,190
1689,Nnegest Likké,18
1690,Noah Baumbach,387
1691,Noah Buschel,8
1692,Noam Murro,263
1693,Noel Marshall,4
1694,Nora Ephron,0
1695,Norman Ferguson,3
1696,Norman Jewison,278
1697,Olatunde Osunsanmi,58
1698,Ole Bornedal,30
1699,Ole Christian Madsen,28
1700,Oleg Stepchenko,0
1701,Oliver Blackburn,4
1702,Oliver Hirschbiegel,101
1703,Oliver Parker,32
1704,Oliver Stone,0
1705,Olivier Assayas,107
1706,Olivier Dahan,61
1707,Olivier Megaton,118
1708,Ol Parker,21
1709,Oren Moverman,38
1710,Oren Peli,110
1711,Orson Welles,0
1712,Ossie Davis,282
1713,Pan Nalin,95
1714,Panos Cosmatos,22
1715,Paolo Monico,3
1716,Paolo Sorrentino,667
1717,Pascal Arnold,0
1718,Pascal Chaumeil,8
1719,Pat Holden,6
1720,Pat O'Connor,7
1721,Patrice Leconte,83
1722,Patricia Cardoso,15
1723,Patricia Riggen,36
1724,Patricia Rozema,22
1725,Patrick Creadon,3
1726,Patrick Gilles,0
1727,Patrick Gilmore,0
1728,Patrick Hughes,385
1729,Patrick Lussier,71
1730,Patrick Meaney,3
1731,Patrick Read Johnson,32
1732,Patrick Ryan Sims,0
1733,Patrick Stettner,5
1734,Patrick Tatopoulos,148
1735,Patty Jenkins,260
1736,Paul Abascal,2
1737,Paul Andrew Williams,46
1738,Paul Bartel,43
1739,Paul Bolger,0
1740,Paul Bunnell,5
1741,Paul Crowder,10
1742,Paul Donovan,4
1743,Paul Feig,176
1744,Paul Fierlinger,3
1745,Paul Fox,3
1746,Paul Greengrass,521
1747,Paul Gross,329
1748,Paul Haggis,549
1749,Paul Hunter,13
1750,Paul King,17
1751,Paul Mazursky,150
1752,Paul McGuigan,118
1753,Paul Michael Glaser,343
1754,Paul Schrader,261
1755,Paul Thomas Anderson,0
1756,Paul Tibbitt,5
1757,Paul Verhoeven,719
1758,Paul Weiland,10
1759,Paul Weitz,80
1760,Paul W.S. Anderson,545
1761,Pawel Pawlikowski,84
1762,Pece Dingo,0
1763,Pedro Almodóvar,0
1764,Penelope Spheeris,122
1765,Penny Marshall,545
1766,Perry Andelin Blake,11
1767,Perry Lang,17
1768,Pete Docter,0
1769,Pete Jones,18
1770,Peter Atencio,10
1771,Peter Berg,532
1772,Peter Billingsley,0
1773,Peter Care,0
1774,Peter Cattaneo,11
1775,Peter Chelsom,23
1776,Peter Cousens,5
1777,Peter DeLuise,358
1778,Peter Faiman,4
1779,Peter Farrelly,137
1780,Peter Flinth,5
1781,Peter Hastings,0
1782,Peter Hedges,54
1783,Peter Hewitt,12
1784,Peter H. Hunt,0
1785,Peter Ho-Sun Chan,31
1786,Peter Howitt,29
1787,Peter Hyams,0
1788,Peter Jackson,0
1789,Peter Kassovitz,0
1790,Peter Kosminsky,7
1791,Peter Landesman,15
1792,Peter Lepeniotis,7
1793,Peter Lord,91
1794,Peter MacDonald,10
1795,Peter M. Cohen,0
1796,Peter Medak,34
1797,Peter Ramsey,52
1798,Peter R. Hunt,13
1799,Peter Segal,88
1800,Peter Sohn,113
1801,Peter Sollett,6
1802,Peter Stebbings,89
1803,Peter Webber,73
1804,Peter Weir,608
1805,Peter Yates,170
1806,Pete Travis,38
1807,Petter Næss,16
1808,Peyton Reed,235
1809,Phil Alden Robinson,31
1810,Phil Claydon,6
1811,Philip G. Atwell,5
1812,Philip Kaufman,133
1813,Philip Saville,10
1814,Philip Zlotorynski,0
1815,Phil Joanou,21
1816,Phillip Noyce,176
1817,Phil Lord,97
1818,Phil Morrison,17
1819,Phil Traill,3
1820,Phyllida Lloyd,58
1821,Pierre Coffin,275
1822,Pierre Morel,180
1823,Pitof,26
1824,Piyush Dinker Pandya,0
1825,P.J. Hogan,29
1826,Pou-Soi Cheang,3
1827,Prachya Pinkaew,64
1828,Preston A. Whitmore II,17
1829,Qasim Basir,13
1830,Quentin Dupieux,248
1831,Quentin Tarantino,16000
1832,Rachel Goldenberg,7
1833,Rachel Perkins,3
1834,Rachel Talalay,54
1835,Rafa Lara,21
1836,Raja Gosnell,67
1837,Raja Menon,6
1838,Rajkumar Hirani,124
1839,Rakesh Roshan,53
1840,Rakeysh Omprakash Mehra,85
1841,Ralph Fiennes,0
1842,Ralph Nelson,17
1843,Ralph Ziman,5
1844,Ramaa Mosley,6
1845,Randal Kleiser,116
1846,Randall Miller,19
1847,Randall Rubin,0
1848,Randall Wallace,130
1849,Rand Ravich,7
1850,Randy Moore,13
1851,Rania Attieh,0
1852,Rawson Marshall Thurber,43
1853,Ray Griggs,4
1854,Ray Lawrence,10
1855,Raymond De Felitta,20
1856,R. Balki,12
1857,Rebecca Miller,58
1858,Reed Cowan,0
1859,Regardt van den Bergh,12
1860,Reginald Hudlin,71
1861,Reinhard Klooss,7
1862,Remo,168
1863,René Féret,0
1864,Renny Harlin,212
1865,Rian Johnson,0
1866,Richard Attenborough,0
1867,Richard Ayoade,0
1868,Richard Benjamin,121
1869,Richard Boddington,15
1870,Richard Brooks,174
1871,Richard Curtis,628
1872,Richard Donner,503
1873,Richard Dutcher,13
1874,Richard E. Grant,554
1875,Richard Eyre,14
1876,Richard Fleischer,130
1877,Richard Glatzer,25
1878,Richard J. Lewis,12
1879,Richard Kelly,219
1880,Richard Kwietniowski,23
1881,Richard LaGravenese,98
1882,Richard Lester,44
1883,Richard Linklater,0
1884,Richard Loncraine,12
1885,Richard Marquand,37
1886,Richard Montoya,12
1887,Richard Raymond,10
1888,Richard Rich,24
1889,Richard Schenkman,29
1890,Richard Shepard,47
1891,Richard Wallace,5
1892,Richard Williams,18
1893,Rich Christiano,14
1894,Rich Cowan,7
1895,Rich Moore,66
1896,Rick Bieber,11
1897,Rick de Oliveira,2
1898,Rick Famuyiwa,44
1899,Rick Friedberg,8
1900,Ricki Stern,15
1901,Rick Rosenthal,28
1902,Ricky Gervais,0
1903,Ric Roman Waugh,29
1904,Ridley Scott,0
1905,Ringo Lam,17
1906,Risa Bramon Garcia,112
1907,Rita Merson,5
1908,Ritesh Batra,25
1909,R.J. Cutler,15
1910,Rob Bowman,38
1911,Robby Henson,9
1912,Rob Cohen,357
1913,Robert Adetuyi,8
1914,Robert Altman,500
1915,Robert Ben Garant,134
1916,Robert Bennett,15
1917,Robert Butler,0
1918,Robert B. Weide,53
1919,Robert Cary,0
1920,Robert C. Cooper,49
1921,Robert Duvall,3000
1922,Robert D. Webb,0
1923,Robert Eggers,22
1924,Robert Fontaine,7
1925,Robert Greenwald,21
1926,Robert Hall,53
1927,Robert Harmon,11
1928,Robert Heath,0
1929,Robert Iscove,7
1930,Robert Kenner,11
1931,Robert Lee King,0
1932,Robert Lorenz,39
1933,Robert Luketic,126
1934,Robert Marcarelli,0
1935,Robert Moresco,53
1936,Robert Mulligan,89
1937,Robert M. Young,0
1938,Robert Redford,0
1939,Robert Rodriguez,0
1940,Robert Rossen,31
1941,Robert Sarkies,0
1942,Robert Schwentke,124
1943,Robert Stevenson,55
1944,Robert Stromberg,171
1945,Robert Towne,162
1946,Robert Townsend,467
1947,Robert Wise,338
1948,Robert Zemeckis,0
1949,Rob Hawk,97
1950,Rob Hedden,6
1951,Robin Budd,2
1952,Robinson Devor,14
1953,Rob Letterman,11
1954,Rob Marshall,252
1955,Rob McKittrick,6
1956,Rob Minkoff,50
1957,Rob Pritts,5
1958,Rob Reiner,0
1959,Rob Schmidt,36
1960,Rob Zombie,0
1961,Rod Lurie,37
1962,Rodman Flender,6
1963,Rodrigo Cortés,89
1964,Rodrigo García,127
1965,Roger Allers,28
1966,Roger Avary,675
1967,Roger Christian,64
1968,Roger Donaldson,79
1969,Roger Kumble,16
1970,Roger Michell,50
1971,Roger Nygard,3
1972,Roger Spottiswoode,55
1973,Roger Vadim,35
1974,Rohan Sippy,4
1975,Rohit Jagessar,0
1976,Rohit Jugraj,2
1977,Roland Emmerich,776
1978,Roland Joffé,596
1979,Roland Suso Richter,3
1980,Roman Polanski,2000
1981,Romesh Sharma,0
1982,Ronald Neame,38
1983,Ronan Chapalain,0
1984,Ron Clements,63
1985,Ron Fricke,330
1986,Ron Howard,2000
1987,Ron Maxwell,33
1988,Ronny Yu,31
1989,Ron Shelton,41
1990,Ron Underwood,31
1991,Rowan Joffe,17
1992,Rowdy Herrington,9
1993,Ruairi Robinson,7
1994,Ruba Nadda,55
1995,Ruben Fleischer,181
1996,Ruggero Deodato,101
1997,Rupert Sanders,274
1998,Rupert Wainwright,9
1999,Rupert Wyatt,81
2000,Russell Crowe,0
2001,Russell Friedenberg,9
2002,Russell Holt,0
2003,Russell Mulcahy,85
2004,Russ Meyer,199
2005,Rusty Cundieff,38
2006,Ryan Coogler,0
2007,Ryan Fleck,31
2008,Ryan Little,38
2009,Ryan Murphy,708
2010,Ryan Smith,4
2011,Ryûhei Kitamura,129
2012,RZA,561
2013,Sacha Bennett,22
2014,Sadyk Sher-Niyaz,135
2015,Sai Varadan,0
2016,Sajid Khan,0
2017,Salim Akil,70
2018,Sally Potter,87
2019,Salvador Carrasco,22
2020,Sam Fell,18
2021,Sam Firstenberg,44
2022,Sam Levinson,8
2023,Sam Martin,0
2024,Sam Mendes,0
2025,Sam Miller,12
2026,Sammo Kam-Bo Hung,472
2027,Sam Peckinpah,541
2028,Sam Raimi,0
2029,Sam Taylor-Johnson,456
2030,Sam Weisman,39
2031,Sanaa Hamri,43
2032,Sanjay Rawal,0
2033,Sarah Gavron,34
2034,Sarah Smith,6
2035,Sara Newens,0
2036,Sara Sugarman,10
2037,Sarik Andreasyan,9
2038,Saul Dibb,10
2039,Scandar Copti,13
2040,Scott Alexander,25
2041,Scott Cooper,108
2042,Scott Derrickson,301
2043,Scott Dow,6
2044,Scott Foley,0
2045,Scott Frank,71
2046,Scott Hicks,96
2047,Scott Kalvert,9
2048,Scott Mann,8
2049,Scott Marshall,7
2050,Scott Smith,2
2051,Scott Speer,35
2052,Scott Stewart,124
2053,Scott Walker,17
2054,Scott Waugh,76
2055,Scott Ziehl,4
2056,Sean Anders,51
2057,Sean Byrne,18
2058,Sean Durkin,46
2059,Sean McNamara,80
2060,Sean Penn,0
2061,Serdar Akar,11
2062,Sergey Bodrov,44
2063,Sergey Bondarchuk,27
2064,Sergio Leone,0
2065,Seth Gordon,91
2066,Seth MacFarlane,3000
2067,Shana Feste,19
2068,Shane Acker,30
2069,Shane Black,1000
2070,Shane Carruth,291
2071,Shane Dawson,247
2072,Shane Meadows,222
2073,Shari Springer Berman,30
2074,Sharon Greytak,0
2075,Sharon Maguire,11
2076,Sharron Miller,0
2077,Shawn Levy,189
2078,Shekar,0
2079,Shekhar Kapur,159
2080,Sheldon Lettich,23
2081,Sherman Alexie,18
2082,Shimit Amin,6
2083,Shinji Aramaki,21
2084,Shintaro Shimosawa,29
2085,Shona Auerbach,11
2086,Shyam Madiraju,0
2087,Siddharth Anand,5
2088,Siddiq Barmak,6
2089,Sidney J. Furie,22
2090,Sidney Lumet,0
2091,Simeon Rice,6
2092,Simon Curtis,64
2093,Simon Napier-Bell,0
2094,Simon Wells,25
2095,Simon West,165
2096,Simon Wincer,23
2097,Simon Yin,0
2098,Sngmoo Lee,19
2099,Sofia Coppola,0
2100,Sol Tryon,0
2101,Spencer Susser,58
2102,Spike Jonze,0
2103,Spike Lee,0
2104,S.R. Bindler,0
2105,S.S. Rajamouli,50
2106,Stacy Peralta,147
2107,Stanley Donen,134
2108,Stanley Kramer,176
2109,Stanley Kubrick,0
2110,Stanley Tong,7
2111,Stanton Barrett,20
2112,Stefan C. Schaefer,0
2113,Stefan Ruzowitzky,24
2114,Stefan Schwartz,13
2115,Stefen Fangmeier,14
2116,Stéphane Aubier,2
2117,Stephan Elliott,11
